text,airline_sentiment
  jetblue i be all set   about to fly   not bad for a first date with a giant metal bird machine   she even bring snack  ,2
  jetblue i be try to add my flight to my badge account but i do not see an option   help plz  ,0
  jetblue okay   the new screen be laptop large   real nice   the wifi be appreciate   thank god for this tiny lil man in the middle seat  ,2
  jetblue i cheat on you   and i be sorry   i will never do it again     southwestair have give my wife and i the worst start to a honeymoon ever,0
  jetblue this feel nice   what we have get go on here   let us just swap me out with the fool in a and we can make it all better  ,1
  jetblue yes   but it hurt my feel to walk by mint   a fella can dream     happythem,1
  jetblue   pilyoc do not talk about my friend   jetblue like that     thefutureisweird,1
  jetblue incidentally   sheila at jfk deserve a raise because she be awesome  ,2
  jetblue i would like to spread my grandpa  s ash in naples   italy he live in the  s while serve his   yrs in the   usnavy   flyitforward,1
  jetblue i delete that tweet because one of your wonderful employees swoop in to help   faith restore   you be one of the good ones    ,2
  jetblue statement on   lufthansa incentive offer   stockhouse http    t co obfjbpca,1
  jetblue lot of people scratch head and look at screen ignore passengers,0
  jetblue i think the same thing after i send it,1
  jetblue what be go on with lga fll   poor to no communication from gate agents    ,0
  jetblue fyi   your android app be set to not be applicable with the nexus   please fix   its a phone   not a tablet     cheer  ,0
  jetblue order   fare      ,1
  jetblue our   foodallergy community   if you want our continue loyalty   you need to do better than that   perhaps some train be in      ,0
  jetblue insensitive     foodallergies be life threatening   unsolicited uneducated opinions be inappropriate   reckless   dangerous to      ,0
  jetblue thank for the fb   message tell me i will have to wait between   days   i be wait  ,1
  jetblue airways see significant decline in short interest   jblu     wkrb news http    t co lzfgutxiyn,1
  jetblue plan to offer direct flight from   jfk to   daytonabeach     florida start next   february  http    t co oyllrzqum,1
  jetblue thank you for open the conversation   i hope you can make it right  ,1
  jetblue when i check yesterday it look like it do   do something change  ,1
  jetblue oh no   i think it do      ,0
  jetblue  s ceo battle to appease passengers and wall street   waterbury republican american http    t co tfpcgrej,1
  jetblue bos to ord,1
  jetblue thank   line move quick   already do  ,2
  jetblue i do follow you  ,1
  jetblue nope   none to be find,0
  jetblue i may need to   i have a minute layover and now have a min delay on my first flight  ,0
  jetblue i may not make my connection and need to find out my options   yet no one be here  ,0
  jetblue nope   currently sit at my gate  ,1
  jetblue their name be both angel   seriously   how cool be that       truly fantastic service  ,2
  jetblue extra speed line close in tampa   what give  ,0
  jetblue i send you an email,1
  jetblue thank you      ,2
  jetblue thank  ,2
  jetblue also   emergency exit seat       and that be a huge win  ,2
  jetblue friendly   engage   personable   handle clarify question about baggage fee well   and take an interest in what i be do  ,2
  jetblue so i do not know confirmation number or the name of the flight attendants and supervisor,1
  jetblue would love to respond to link but supervisor tear ticket up and refuse to give me name and hide her badge from me,0
  jetblue hey   so   dre at seatac check in need a raise   stat   dude give me amaze customer service and make me feel value    ,2
  jetblue you respond to my friend   lisapal but you can not respond directly to me,0
  jetblue  s ceo   pilot among ardent fan   wall street   poughkeepsie journal http    t co frhuxibii,1
  jetblue the magic eight ball have never steer me wrong    ,2
  jetblue you want to help out   how about you reimburse the money you because my band to lose  ,0
  jetblue but you guy should know that musicians be very sensitive about the safety of their instrument when fly   for good reason  ,0
  jetblue ask   j_beatz but i teach market at a university and will gladly consult on customer service and how not to treat passengers  ,0
  jetblue love to respond to positive tweet but they ignore problems w  customers   just ask nola musician   j_beatz about that     shameful,0
  jetblue i be game if you be buy        ,1
  jetblue will do   thank  ,2
  jetblue mark th year with new   bluemanity   plane design   sun sentinel http    t co sjveelween,2
  jetblue call be not make by the inflight crew   they in fact ask us why we do not bring it on  ,0
  jetblue last week i buy a plane ticket round trip to fl   just fun i look at the price of them today and they go down     nothappy,0
  jetblue you be welcome   http    t co kneqe,2
  jetblue be you ever look for intern  ,1
  jetblue be the greatest airline ever     truebluepoints   jetbluemember,2
  jetblue  s free wifi on board be the best thing that be happen since slice bread,2
  jetblue only middle seat   sfo     bos   not fun   she keep get   credit   would much rather have a work tv  ,0
  jetblue disappoint we be not allow to bring on an aircraft approve carseat on an empty plane   not cool  ,0
  jetblue beatriz and susan   gate mco  ,2
    jetblue handle   xjared  s question like social media pros   good practice for when our transportation systems be all run by friendly ais  ,2
  jetblue maybe have a supervisor find out why the international checkin at ftl have not move in minutes yet employees pick up pizza,0
  jetblue third flight in a row for my wife with her tv not work  ,0
  jetblue its a wonderful thing  ,2
  jetblue what be a personal email that i can contact   i have a complaint that you should know about,0
  jetblue what be up with website can not access flight info,0
  jetblue just a think  ,1
  jetblue flight book problems flight for a dc visit for easter weekend start difficult but end well with you guy   big fan here      ,2
  jetblue i be get an   it depend   vibe   fair enough  ,1
  jetblue   flyfi thank you   seattle and   udub here we come     cameron__roe http    t co kbhymgkap,2
  jetblue   cayman_islands i know that bar     wish i be there now  ,2
  jetblue have a great flight to orlando from hartford a few weeks ago   be great to get out on time and arrive early  ,2
  jetblue to increase charter service to cuba     travel agent http    t co lyqrbhcyu,1
  jetblue you guy continue to impress   your crew   mco gate help our family with seat issue     professional,2
  jetblue love the free   wifi and   legroom     seattlebound,2
  jetblue you be miss the point   the flight leave an hour late flight   why be you allow to be that late flight   and still charge me   and hrs  ,0
  jetblue can i get some more leg room tonight b,1
  jetblue nd time fly jetblue this year and my armrest tv controller do not work agian     and that be the main reason i fly jetblue  ,0
it be on me     jetblue   that be not what you say last night   though      ,0
  jetblue   cinnabon the two of you should team up to serve cinnabons on the flight           bonsinthesky,0
  jetblue anything for you     flyfi http    t co jcedikyu,2
  jetblue hey you guy remember lol   but now my bos flight delay   and turn the heat down in t it feel hotter than pr  ,0
  jetblue thank,2
  jetblue celebrate  year anniversary with new livery     cnnmoney http    t co pskxzvea,1
  jetblue speak to reps  once i be allow to check my bag and through the tsa checkpoint   i guarantee i will be talk to someone  ,0
  jetblue and the min line i stand in to drop my bag off  ,0
  jetblue credit to you for reply   i will look forward to hopefully one of those on my flight home tonight    ,2
  jetblue great flight   as always   thank you to the great crew on flight     travel   jetblue,2
  jetblue get txt min after sched dpt   say plane have just arrive   jfk   late flightr txt w  dpt gate change   then   dpt for   flight  ,0
  jetblue i be not allow to drop my bag off for my flight that i be run min late flight for   turn out it leave over an hour late flight  ,0
  jetblue you be kill me now         you get me     smite   trueblue,2
  jetblue my son leave his ipad on flight from jfk to fll on monday   i call and leave message and have no hear back   seat a  ,0
    jetblue min response time   i be impress   i be in   it be official           trueblue jetblue get social  ,2
  jetblue thank for listen   do not mean i do not appreciate you  ,2
  jetblue all take care of   other then the drop call and the total half hour wait   love   jetblue,0
  jetblue thank you for incredible customer svc from gate to flight   mint experience be magic  ,2
thank   jetblue   next up we will see how the slog from jfk to the city go  ,2
  jetblue social media take flight with fly   likeagirl   what brand lesson can we learn     smm   brand https    t co ntglwnqvm,1
  jetblue lekvhg want to see what the cost would be to change to the flight,1
  jetblue you stand me up last night   but i be give you a second chance   i be just a boy   tweet an airline   ask them to fly him home  ,0
  jetblue wait for min then get disconnect,0
  jetblue and a huge thank to the crew on flight who fly in to dca from sju monday night in the snow so we could have a plane      ,2
  jetblue be i can not make change on the website be i still charge dollars for use phone,0
  jetblue plan on it   by the way   excellent service and crew from dca through sju into sxm          ,2
  jetblue why yes   yes it do         great trip down     thank for the lift        ,2
  jetblue hotspot free wifi make me happy     jfk   itsthelittlethings,2
  jetblue your agents at iad have compound this problem by not make any announcements   jetbluemess,0
  jetblue just a head up   this page no longer exist http    t co nsjwvttjgo,0
  jetblue deal  ,1
  jetblue   drwinston i think we will need a selfie as proof  ,1
  jetblue   philpete wonder if that be the pilot tweet you back   be it legal to tweet and fly   what if the plane in front stop suddenly  ,0
  jetblue gorgeous day   hope the flight back tomorrow be be just as pleasant   thank,2
  jetblue they say they have no update   i do not work i do not get pay   jet blue have my money but no flight   argh  ,0
  jetblue no news here at the gate   what be my options  ,0
  jetblue it be okay   i be actually a tea kind of guy anyway   thank  ,2
  jetblue well i be glad i get up at be so i can sit in an airport   no place else i would rather be   not  ,0
  jetblue no   i be guess i have to call someone,0
  jetblue why and not as schedule  ,0
  jetblue   iad to jfk still have not board   what be today  s excuse and how be i go to get to work  ,0
  jetblue why be t that every time i fly jfk even more speed do not work wait for min   nogood,0
  jetblue can i change my flight if i already print my board pass  ,1
  jetblue its always a pleasure  ,2
  jetblue this be lovely  ,2
  jetblue dump amex   nassau news live http    t co dzgjfiik,1
  jetblue   _justdippin_ drop a new video off the upcoming project   thetakeover   produce by yponthebeat https    t co ikqbdzatn rt,1
  jetblue to end partnership with american express   http    t co whufmiytd http    t co fbtemfwrsp,1
  jetblue mark th birthday with  blumanity   paint job     dallas_news   blog   http    t co lfgrnifut,1
  jetblue  s ceo battle to appease passengers and wall street   http    t co enaxbues http    t co emextq,1
  jetblue change in the air for travelers   investors     bloombergnews http    t co reddvc,1
  jetblue finally take off   las fll sju   letsgo,2
  jetblue anywhere warm because its freeze in nyc,1
  jetblue clients get zero   in years career never think this be possible  suitcases worth thousands of     in italian clothe rob  ,0
  jetblue   flight     and will fly over after be on your way into   bostonlogan   mind take ocean approach so we can sleep  ,1
  jetblue not to mention the fact that we pay extra just to fly jetblue think it be the most reliable  ,0
  jetblue we even go to the airport and be on the phone for hrs and no help at all   everyone say different things  ,0
  jetblue people keep say it be due to weather but there be flight go directly to boston even after our flight  ,0
  jetblue i understand but everyone say different things and there be a flight out late flightr that night but only one of us get to take it,0
  jetblue disappoint that my flight back to boston from pr be cancel flightled   rebooked the next day   delay that one too   and no compensation,0
  jetblue great trip today   thank to the crew fly us home   they be fantastic   http    t co skwxqaqb,2
  jetblue celebrate  year anniversary with new livery   digital journal http    t co uhxricrx,1
  jetblue awe you guy be great can not wait to travel with you again soon      ,2
  jetblue yes   announce we will take off   you be on it   thank you  ,2
  jetblue also   thank for your prompt reply   i be really impress   and you be not just brush me off   much appreciate  ,2
  jetblue what about if i book it through orbitz   my email be correct   but there be a middle party  ,1
  jetblue it be be a while since i have angry tweet an airline   apparently you read my mind before i could bitch   thank you for the credit  ,2
  jetblue it be at jfk airport right now,1
  jetblue that be pretty nice   be flight credit automatically give after the flight   i also wish there be a lounge i could sleep in  ,1
  jetblue  s   valentinesday email be on point   so clever   thank for be amaze     jetblue     loveisintheair http    t co docmvotwti,2
  jetblue she claim that she do   but i be not happy with the way i be treat  ,0
  jetblue rip my suitcase   i then be yell at with attitude from geraldine   your employee at the baggage center worst airline    jetblue,0
  jetblue shout out to the crew on flight head back to the big apple   they keep my glass half full the whole flight     jetbluejfk,0
  jetblue that make sense   it suck   though   because now i will be stick in the airport for   hours and late flight to my meet  ,0
  jetblue thank you for help and quick response,2
  jetblue  s new ceo seek the right balance to please passengers and wall     daily journal http    t co btbawqtln,1
  jetblue flight   ewr to fll,1
  jetblue   kleinerin hi   know a pastor or homeschool mom who might like spirit   have them contact me on prefundia   http    t co jrbzlhrwy,1
  jetblue do not know if you define that as a   controllableirregularity,1
  jetblue the gate agent say our original plane get de icing fluid in the engine that create a short so they take the plane out of service,0
  jetblue big shoutout to the crew on bos   jfk   jfk   roc     gate crew at c bos   jfk   long day of delay make better by them  ,2
  jetblue hour delay   suppose to land at pm now it be be   still not board     epicfail,0
  jetblue first airline to use   applepay in flight   airlines,2
  jetblue i hope your system be not hack because someone else  s passport info be on my reservation   i could not get my board pass,0
  jetblue thank for have us hang out at tampa airport forever today       it be really be an awesome experience,2
  jetblue  s new ceo seek the right balance to please passengers and wall     alaska highway news http    t co tynchoelac,1
  jetblue honestly i be glad you do not cancel flight the flight   just that i will be drive home at   be now      ,0
  jetblue bag just deliver and items have be steal   at first look   my kate spade bag and bottle of spice rum   wtf    ,0
  jetblue i be disappoint my flight be cancel flight   mostly because i be excite to listen to the song   i be blue   while fly on jetblue  ,0
  jetblue   leopolds_ic no but my friend in the picture   phillip heller   jfk ifc   do and he say it be delicious  ,2
  jetblue flight delay x       and still not take off on time     greet me at my seat   yes it be gum   garbage     http    t co nhmcrjchb,0
  jetblue awesome thank   thank for the quick response   you guy rock      ,2
  jetblue send,1
  jetblue app just remind me i will be fly to   fll in weeks     chillycvz   thankgoodness   mypompanobeach   family   friends   sunshine,2
  jetblue sure   email screenshot below   link   https    t co soiqrnaj http    t co ibvvtzlse,1
  jetblue i just want to say flight attendant fitz be the best tonight on flight   bwi bos   great guy and make the flight fantastic  ,2
  jetblue bag be supposedly here in boston,0
  jetblue receive an invitation to participate in e rewards   be this legit from jetblue   just double check because the site look different  ,1
  jetblue i do not know  no one would tell me where they be come from   i would guess so as that be where we have all the change to flight,0
  jetblue i get sunday due to weather and ok monday they be busy but this be crazy,0
  jetblue i have the email that they be on their way,1
  jetblue supervisor humiliate us and be uncompromising   we be completely blindside  ,0
  jetblue offer to pay for tix at the airport because we be never tell that our reservation do not go through   be tell i could pay   pp  ,0
  jetblue right now completely piss off,0
  jetblue i have have no shampoo   no winter coat no deodorant no flatiron and the rest if my stuff since sit,0
  jetblue my sil buy tix for us to nyc   we be tell at the gate that her cc be decline   supervisor accuse us of illegal activity  ,0
  jetblue dispatcher keep yell and hang up on me  ,0
  jetblue now when i call it be still at the warehouse and might be go out tonight,0
  jetblue they could not do it sun then it be suppose to be mon after pm then today from to then from to,0
  jetblue flight from dca to bos have no heat   ohno   bundleup   leastthebeverageswillbecold,0
  jetblue yep it be for tomorrow  ,1
    jetblue     analystdoc unfortunately that be not an available option with our current system   sorry guy   that be a certain   fail fix it plz  ,0
  jetblue receive horrible customer service at lax on     reservation cancel flight without notification   despite have confirmation number  ,0
  jetblue flight be cancel flight   do i need to file a claim for the   credit i be entitle to per yr bill of right   or will it just be issue  ,0
  jetblue why not just take her info in the begin and if cut off   call back   we do that in my medical practice   we be frequent flyers    ,0
  jetblue be definitely my new favorite airline  ,2
  jetblue i will try that   thank   if all else fail i will just do the old fashion method tomorrow morning  ,2
  jetblue all up to date   can not update via google play  ,1
  jetblue be there issue with the mobile board pass   my app keep crash when i try access   thank  ,0
  jetblue become first   airline to accept   apple pay   future   travel experience http    t co czornyhn,1
  jetblue well   your new baggage fee   fare structure and reduce legroom have turn you into every other hat carrier in the us   congrats,0
  jetblue thank you for your excellent customer service   resolve issue quickly  ,2
  jetblue yes   well they be operate outside of your terminal and target vulnerable passengers   no better than thieve  ,0
  jetblue that be not an option for us   so how can we help each other fix this   i would have make the change earlier if give accurate info  ,0
  jetblue well   now say our flight be go to be cancel flight   that by not change earlier   we miss our chance to get out tomorrow    ,0
  jetblue tell your employees that  ,0
  jetblue even   citi respond quicker via twitter when they   fail   still on hold   hop no one book the flight     jetblue   fail,0
  jetblue ah yes   put the bag on the floor instead of the overhead bin so no one trip     safetyfirst   sarcasm,0
  jetblue where exactly can i leave a note,0
  jetblue accept   apple pay   mobile enterprise http    t co cicfrlqbe,1
  jetblue guy   really bad   jetblue   fail   someone better call my wife back to get this handle     while she wait on hold  ,0
  jetblue   fail my wife on the phone ask to switch flight time   in mid switch get disconnect   now cancel flightled   no new time   no call back,0
  jetblue that be great   thank you  ,2
  jetblue they try to have us tow   do you think i will be fly out of your terminal again   risk of   fine from corrupt police official,0
  jetblue selfie on the flight from   jfk to   orlando   with   supertzar http    t co qranzimhtr,1
  jetblue ticket issue whilst deliver your customers  ,0
  jetblue understand that   but this policy of target your passengers be not good for business and should be address with security,0
always be a   jetblue fan but maybe next time i will fly   virginamerica for real customer service  ,0
  jetblue i agree       if only there be a frequent tweeter discount so i could fly to see more friends       tinmanironman   meggersrocks,2
  jetblue understand   but could i go and put myself on the standby list hours prior to my flight  ,0
  jetblue the whole plane   hop for better luck on the return flight sunday  ,0
  jetblue so i be penalize for pack lightly   have bag and pay extra for a seat  ,0
  jetblue drop passengers with small baby and infants at your san juan terminal   as unload baby   officer write me ticket for  ,0
  jetblue the tv   wifi be spotty   it be just a nice feature for a x country flight   still will not keep us away   lovejetblue,0
  jetblue so technically i could drive to jfk now and put in   request for tomorrow  s flight  ,0
  jetblue why do i pay for extra space to be force to put my backpack under my seat   its my only bag   flight   unprofessional  ,0
  jetblue we be on b this morning from boston to beautiful san diego   we really be bum the satellite be break      ,0
  jetblue know that   have to be do at the gate correct   if so what time do gate open,1
  jetblue   philly lose and read program   our customers get hot tea   great crewmembers   top notch info   now   book   http    t co ragncwbk,2
  jetblue flight   njb     here be look at blue kid   depart   mco enroute to   bostonlogan http    t co qeadamw,1
  jetblue   punta cana   to enjoy weather n see my wifes family,1
  jetblue and we be glad to see what be go on and fix     professorpaul   please dm me your confirmation   so we can check  ,2
  jetblue just lose my business enjoy your profit,0
  jetblue i would drive   hours to jfk to board jetblue to vegas instead of closer hartford airport   cram more seat on plane no more,0
  jetblue   i will for sure   but my tsa pre work with other airlines   why be jetblue different  ,1
  jetblue will call   thank you  ,2
  jetblue yes   today   flight be full now   they say no to me at gate    ,0
  jetblue be depart flight from boston heavily delay   fly out tomorrow morning  ,1
  jetblue still love you guy   but get me to vegas already    ,2
  jetblue gary who be serve us at fll airport counter be really true blue   make me feel at home even when a jetblue flight be delayedl,2
  jetblue be there no way to switch to earlier flight to jfk even if i check a bag  ,1
  jetblue this be not a flight delay this be horrible plan on jet blue         jetblue,0
  jetblue insane the craziness i have see with jet blue today at newark delay hours and now we be wait for a pilot       jetblue,0
  jetblue hi   do my upcoming flight from west palm to hpn have fly fi  ,1
  jetblue try again   lovely customer service   thank you  ,2
  jetblue so happy you can accommodate peanut treenut allergies on flight   st online cover from air provider,2
  jetblue   professorpaul always happy to help  ,2
  jetblue we have just land   thank you anyway   by the way   flight staff on flight be wonderful despite their full day and heavy load  ,2
  jetblue we be delay   until he arrive,0
  jetblue   ellahenderson the highlight of be delay   freeconcert,0
  jetblue whose perform at t,0
  jetblue be it only   for my nd bag   st bag too full  ,1
  jetblue flight   first officer not even at the airport wow             unreal   staff wait until we all board to announce we be delay  ,0
  jetblue  s ceo battle to appease passengers and wall street   http    t co uyduegx http    t co vjfvksgcq,2
  jetblue   why do my tsa pre work with every airline but you   i pay good money for that   spend mins on phone to fix to zero success  ,0
  jetblue that be right       game   set   match  ,1
  jetblue yes   time   i need some one to call me and help me change a flight   i can not do online   thank  ,0
  jetblue pls send an it tech baggage office   poor guy be try print my claim   can not   i need get home   upgrade   hp printers mfps,0
  jetblue   vincenzolandino   cbarrows you take to me place   unite simply can not   like non stop to st  lucia  ,2
  jetblue flight   njb     blue la la   depart   mco enroute to san juan international airport http    t co swzmfxnu,1
  jetblue this make me happy   i hope these be not empty promise  ,2
  jetblue drop x in past hour,0
seriously   i want to work on the jetblue social team rt   jetblue     vincenzolandino http    t co eigajyzcw,1
  jetblue call me when you do and we will have to hook up  ,1
  jetblue i have call you x   wait on hold min each time to be disconnect each time   enrage   i need to speak to someone     help,0
  jetblue the usa help line   i accidentally book a flight on a thursday instead of a wednesday and want to switch,1
  jetblue if you have well priced flight to   oahu   we could be best friends     vincenzolandino,1
  jetblue we do not need anybody else  ,2
  jetblue any idea where the plane for flight be come from   i think flight from jfk but that would not explain delay  ,0
  jetblue it be for me   i speak with a rep on the phone who suggest i   voice a concern   via   email us   on your site   i do a few moments ago,1
  jetblue pls find my bag   i need get home   very frustrate   hope my bag be somewhere in   ny_njairports   leave the   jfk w o my luggage  ,0
  jetblue try call multiple time   i just wait and when it finally connect i get hang up on,0
  jetblue airways see significant drop in short interest   jblu     mideast time http    t co ssbaujtouw,1
  jetblue no not yet   i will notify them   i be new at this    ,1
  jetblue thank  ,2
  jetblue do not worry   i be go to share with my row    ,1
first base already   i like your style   jetblue,2
  jetblue hold for min   a couple of ring   then   mailbox have not be set up yet     customer service forward to their cell phone   c mon,0
  jetblue do your home airport not count in the badge system   my tb account say flight but i have take this year  ,1
  jetblue be bag check cut off minutes before the original departure time or the estimate time show online  ,1
  jetblue i know where you guy jet   lol   but if you love me so much   help a brother out     hot weather   great nightlife     hour flight,1
  jetblue airways add new charter   flight to cuba     travel wire   blog   http    t co swbgrcc,1
aww   be it     jetblue i guess now i need to book a flight to somewhere warm as soon as possible   any suggestions  ,1
  jetblue love travel with jetblue   can not wait to go to paris oui oui       nyc be awesomeee  ,2
  jetblue but if customer service ment anything to you   you would try   quote policy be never effective customer service  ,0
  jetblue thank you   be there a possibility it will change  ,1
  jetblue thank  ,2
  jetblue be we good  ,1
  jetblue thank for the upgrade      so far so good     keepitup http    t co bkmfeyqol,2
  jetblue   cinziannap thank you   i like the quick response on twitter  ,2
  jetblue this could be the begin of a bluetiful relationship       lifeneedsfrosting,2
  jetblue apparently not  ,0
  jetblue why be we delay     flight,0
  jetblue continue button generate a trip to   plan your trip page   regardless of how far along i be in flight book problems process hint   the end of it,0
  jetblue mark th birthday with   airbus   a paint in  blumanity   paint job http    t co vtfmknad,1
  jetblue i would fly to washington dc to see the actual constitution and the declaration of independence   in honor of a us navy friend  ,1
  jetblue what be the name of this tailfin   http    t co qxvmvug,1
  jetblue  s new ceo robin hay battle to appease passengers and wall street   business in savannah http    t co kkayxaps,1
    jetblue   we be look for our next   flyingitforward flier from dc tell us where you would fly   why http    t co mcsidzpnz     geekandahalf,1
  jetblue haha you be do everything right   do not change a thing   slash this twitter engagement just make you even cooler     bestairline,2
  jetblue thank you   just send message  ,2
  jetblue i do get the email   think i be not suppose to reply to those ,1
  jetblue i apply for a job at pdw where could i go for follow up   i would really love the job   ilovejetblue,1
  jetblue connecticut ,1
  jetblue i would fly somewhere hotter then here   puerto rico here i come   lol,1
  jetblue great smooth flight too    ,2
  jetblue i would go for rd time to jamaica to volunteer w  at risk youth   flyitforward   dc   stpatricksfoundation   rotary,1
  jetblue airways short interest down     in january   jblu     sleekmoney http    t co znsujpbv,1
  jetblue i would love for you to fly my best friend home to pvd for a weekend     http    t co chnmjymgh,2
  jetblue do they have to depart from washington   d c     ,1
  jetblue remember   i be very doubtful and not very hopeful    ,0
  jetblue thank you for the service credit   and to   pamgrout for positive thoughts  ,2
  jetblue i will give you a chance but i do not think i will fall for it   backtodelta,0
  jetblue great thank,2
  jetblue   kylejudah be responsible for replace it,0
  jetblue   kylejudah new stroller   the travel credit do not help cover the cost of a new stroller   your crew ruin it and therefore should,0
  jetblue   kylejudah i just speak to the baggage claim center and they give me travel credit but will not be responsible for the cost of a,0
  jetblue hear about the charge for st bag and tighter seat   no need to be a loyal jb customer anymore  ,0
  jetblue i be get info from the website   but need to check it and the alert would be much more beneficial  ,1
  jetblue be there something go on with your alert   flight  s be delay several time for my parent and i be not receive any alert  ,0
  jetblue i will   i love fly with you all   great service  ,2
  jetblue  s new ceo seek the right balance to please passengers and wall     time colonist http    t co nzdxrvszwv,1
  jetblue haha   i figure that   i be mean there be no return flight out of charlotte   it be like n a for a week plus,1
  jetblue rock the tim mcgraw hold music,1
  jetblue thank you that it be not just a livery   it be a culture that   crewmembers embody daily   thanksdave http    t co innpkkyby,2
  jetblue   tomorrow from ric to bos   look good or be i better reschedule  ,1
  jetblue hard to tell   but be tell wifi only work for one side of the plane  ,0
  jetblue just learn about your famous apology in social media market   be twitter an asset for jet blue now     phd_mama_,0
  jetblue learn about your awesome twitter management today in my social media market class   keep up the good work     sxu   phd_mama_,2
  jetblue   i normally   you   but this late flightst flight experience be the worst   hours on runway   no wifi   tv not work properly,0
  jetblue   kylejudah it do not matter who you direct me to   it be the principle of the matter   when i gate check the stroller it be,0
  jetblue   bluemanity bring tear to my eye   jetblue   s commitment to give back to the crewmembers and the community be aww inspire  ,2
  jetblue days maybe  ,0
  jetblue   vegecomgirl for me it be not until    ,1
  jetblue well   i try   see you soon       jayvig,1
  jetblue   jayvig i like the inflight snack   i be fly with you guy on       jvmchat,2
  jetblue   jayvig   roxydigital awww  _  r to the t   realtime appreciation from jetblue   rockingthetweets   jvmchat,2
  jetblue   roxydigital good   i want extra peanuts on my flight then   lol     jvmchat,1
  jetblue   jayvig yes   great real time example   thank for be awesome     jetblue     jvmchat,2
  jetblue alittle more money to book our flight   we be   way there    ,1
  jetblue   roxydigital haha   you do not disappoint   well do     jvmchat,2
  jetblue be just at t a little over a month ago     jetblue you guy be great thank for everything  ,2
  jetblue figure but delay be list at almost hrs   thank for be great   cheer,0
  jetblue if my flight say delay with estimate departure list   can i arrive at airport late flightr  ,1
  jetblue  s new ceo seek the right balance to please passengers and wall     weyburn review http    t co rtqyjcvtq,1
  jetblue glitches on website re   flight book problems travel   check in   nothing between you be site   the airport be communicate   it be a nightmare  ,0
  jetblue thank you  ,2
  jetblue okayyyy   but i have huge iron on way out   promise no shenanigans  ,1
  jetblue how do i get a copy of my last flight show original time and delay   i need it for work   thank  ,1
  jetblue as much i have pay in fee   plus hotel and food because of your change i could have fly with a more reliable airline   nojetblue,0
  jetblue ceo battle to please wall st and flyers   from   nzherald http    t co qamiwfsw,1
  jetblue huge fan of great brand and people do great things  you guy rock happy to share the love  ,2
  jetblue be deal with a cancel flightled flight since last night   be book to a   flight   would have at least like to see ella perform lol,0
  jetblue tough choices but i do all simultaneously   as a business traveler   best experience in a long time     wishmyflightwaslonger   what,2
  jetblue thank     great service in   t already     lovejetblue,2
  jetblue i do     flyfi work well and be free aboard this flight,2
  jetblue and they be tell me i get to get another hotel and food   so spend more money because you guy make me miss my connection,0
  jetblue already spend   to stay at hotel last night due to you guy reschedule my flight   since my cancel flightation i have spend almost  ,0
  jetblue seem very likely  ,2
  jetblue they be rude and unhelpful   they suggest i catch a flight tomorrow i be suppose to be home today at be and work be wait,0
  jetblue  s ceo battle to appease passengers and wall street   http    t co frrfxccwz http    t co nklwssvrq,1
  jetblue unfortunately no   but hop i can catch one sometime in the near future  ,1
  jetblue why be my flight delay   hours   this be insane   every other flight have make it to nyc  ,0
  jetblue   ellahenderson ah   wish i be there   good luck  ,1
  jetblue should i continue  ,0
  jetblue ok great thank   i have a great flight   fyi   i be excite to fly again   i just be frustrate i be not able to check in  ,1
  jetblue i do not want to deal with your customer service agents with no practical knowledge provide me with a direct contact  ,0
  jetblue get flight reschedule to flight form pit to fll and our flight have mechanical problems so we be delay an hour miss my connect,0
  jetblue well lucky i only fly jb   i guess i would be even more squish on any other airline  ,2
  jetblue she be a phone agent   pls do   peggy be pleasant   informative and deliver    ,2
  jetblue hopefully next time   can i send you my future itineraries so the next one can be plan when i be there    ,1
  jetblue   ellahenderson omg   wish i have a flight today   haha there be always next time   have fun at   lft,2
  jetblue my request have nothing to do with reschedule   but customer service have such a bad attitude today     badservice,0
  jetblue busy due to storm but customer service should always be on point   more so now than ever   getittogether,0
  jetblue no   i be fine to fly   haha   they come at random   with the hemophilia   but what if i need extra assistance,1
  jetblue oh hell no   i be not wait again to get hang up on after speak to   rudeservice people,0
  jetblue  s new ceo seek the right balance to please passengers and wall     daily journal http    t co wmtmspry,1
  jetblue thank you     miss you all so so much     be this the link to the blog   or have that change  ,2
  jetblue i have a internal bleed in my foot   and i be fly next tuesday   what should i   do     these   leeds come randomly   i,1
  jetblue thank you  ,2
  jetblue can not view seat selection change seat for flight tomorrow   can you look into this  ,1
  jetblue what be the link for   flyfi,1
  jetblue be today  s jetblue flight   nyc    bos   delay   my app say on time and the website say it be not  ,0
  jetblue to offer service from daytona beach to new york   albany business review http    t co duhbjjhx,2
  jetblue please provide me your direct email for me to explain  ,0
  jetblue i hear that the new thing in your plan be the fly fi   how i can check if the flight that i be go to take have it  ,1
  jetblue ceo weigh profit   flyers     chronicleherald   registration   http    t co vkjsjrm,1
  jetblue a flight delay due to pilot oversleep be apparently an uncontrollable irregularity that be not eligible for delay compensation  ,0
  jetblue sit on the plane in jfk wait to take off doors be open cater be stock up we be delay but they could not be nicer,0
  jetblue really care    ,1
  jetblue no worry   delay be minor and deal with nicely   it be captain of flight by the way  ,2
  jetblue thank   her flight leave at but she be arrive to the airport early   wed be in vt in sept   grateful you fly to btv        ,2
  jetblue ceo weigh profit   flyers     chronicleherald   registration   http    t co lneghdgn,1
  jetblue be really get on my nerve         nothappy,0
